,,,,,,,,,,,,,,,,,,,,,,
LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT06,WT08
40.77898,-73.96925,42.7,2018-08-04,2.68,,0.74,0.0,0.0,,84,72,,280,250,8.9,13.0,1,,,,,
40.77898,-73.96925,42.7,2018-08-05,1.12,,0.00,0.0,0.0,,91,73,,240,270,6.9,12.1,,,,,,
40.77898,-73.96925,42.7,2018-08-06,2.01,,0.00,0.0,0.0,,92,77,,260,280,10.1,17.0,,,,,,
40.77898,-73.96925,42.7,2018-08-07,3.80,,0.05,0.0,0.0,,90,74,,300,310,10.1,21.9,1,,1,,,1
40.77898,-73.96925,42.7,2018-08-08,1.57,,0.00,0.0,0.0,,90,76,,250,160,8.1,14.1,,,,,,
40.77898,-73.96925,42.7,2018-08-09,2.91,,0.61,0.0,0.0,,86,73,,290,280,12.1,21.0,1,,1,,,1
40.77898,-73.96925,42.7,2018-08-10,1.34,,0.00,0.0,0.0,,86,72,,250,280,8.1,12.1,,,,,,
40.77898,-73.96925,42.7,2018-08-11,2.01,,2.90,0.0,0.0,,80,70,,240,270,10.1,19.0,1,1,1,,,
40.77898,-73.96925,42.7,2018-08-12,2.91,,0.00,0.0,0.0,,84,72,,70,70,10.1,17.0,1,,1,,,
40.77898,-73.96925,42.7,2018-08-13,3.36,,0.66,0.0,0.0,,75,71,,60,80,12.1,19.9,1,,,,,
40.77898,-73.96925,42.7,2018-08-14,2.91,,0.79,0.0,0.0,,82,71,,290,300,17.0,25.1,1,,1,,,1
40.77898,-73.96925,42.7,2018-08-15,4.25,,0.00,0.0,0.0,,86,70,,290,300,12.1,17.0,,,,,,
40.77898,-73.96925,42.7,2018-08-16,2.91,,0.00,0.0,0.0,,88,76,,270,260,12.1,17.0,,,,,,
40.77898,-73.96925,42.7,2018-08-17,2.91,,1.04,0.0,0.0,,87,72,,290,280,14.1,25.9,1,1,1,,,1
40.77898,-73.96925,42.7,2018-08-18,3.80,,0.07,0.0,0.0,,85,71,,340,340,10.1,19.9,1,,1,,,
40.77898,-73.96925,42.7,2018-08-19,4.70,,0.02,0.0,0.0,,72,67,,70,70,13.0,19.9,1,,,,,
40.77898,-73.96925,42.7,2018-08-20,2.68,,0.00,0.0,0.0,,74,67,,70,70,10.1,17.0,1,,,,,
40.77898,-73.96925,42.7,2018-08-21,3.58,,0.11,0.0,0.0,,79,66,,140,130,8.9,16.1,1,,1,,,
40.77898,-73.96925,42.7,2018-08-22,4.03,,0.72,0.0,0.0,,82,71,,360,360,12.1,19.9,1,,,,,
40.77898,-73.96925,42.7,2018-08-23,3.80,,0.00,0.0,0.0,,77,65,,350,340,10.1,16.1,,,,,,
40.77898,-73.96925,42.7,2018-08-24,1.12,,0.00,0.0,0.0,,82,65,,270,180,8.1,14.1,,,,,,
40.77898,-73.96925,42.7,2018-08-25,1.79,,0.00,0.0,0.0,,80,68,,170,130,6.9,12.1,,,,,,
40.77898,-73.96925,42.7,2018-08-26,3.36,,0.00,0.0,0.0,,83,69,,260,240,13.0,18.1,,,,,,
40.77898,-73.96925,42.7,2018-08-27,2.46,,0.00,0.0,0.0,,88,74,,260,270,8.1,12.1,,,,,,
40.77898,-73.96925,42.7,2018-08-28,3.80,,0.00,0.0,0.0,,94,79,,280,250,12.1,19.9,,,,,,1
40.77898,-73.96925,42.7,2018-08-29,4.92,,0.00,0.0,0.0,,92,81,,270,260,14.1,19.9,,,,,,
40.77898,-73.96925,42.7,2018-08-30,4.47,,0.00,0.0,0.0,,90,78,,350,240,12.1,17.0,,,,,,
40.77898,-73.96925,42.7,2018-08-31,3.80,,0.03,0.0,0.0,,78,69,,60,70,10.1,18.1,1,,,,,
40.77898,-73.96925,42.7,2018-09-01,2.46,,0.00,0.0,0.0,,78,69,,120,110,8.1,15.0,,,,,,
40.77898,-73.96925,42.7,2018-09-02,2.01,,0.00,0.0,0.0,,81,68,,150,140,8.9,14.1,,,,,,
40.77898,-73.96925,42.7,2018-09-03,2.68,,0.00,0.0,0.0,,90,75,,270,180,8.9,13.0,,,,,,
40.77898,-73.96925,42.7,2018-09-04,2.01,,0.00,0.0,0.0,,92,77,,360,300,6.9,11.0,,,,,,
40.77898,-73.96925,42.7,2018-09-05,1.34,,0.00,0.0,0.0,,89,77,,230,190,6.0,16.1,,,,,,
40.77898,-73.96925,42.7,2018-09-06,2.91,,0.36,0.0,0.0,,93,73,,10,30,16.1,31.1,1,,1,,,1
40.77898,-73.96925,42.7,2018-09-07,6.26,,0.00,0.0,0.0,,75,69,,60,50,14.1,19.9,1,,,,,
40.77898,-73.96925,42.7,2018-09-08,6.26,,0.02,0.0,0.0,,71,61,,40,50,15.0,21.0,,,,,,
40.77898,-73.96925,42.7,2018-09-09,6.04,,0.45,0.0,0.0,,62,55,,40,60,13.0,21.9,1,,,,,
40.77898,-73.96925,42.7,2018-09-10,6.93,,0.93,0.0,0.0,,64,54,,60,60,13.0,21.0,1,,,,,
40.77898,-73.96925,42.7,2018-09-11,1.34,,0.02,0.0,0.0,,74,62,,30,20,8.1,11.0,1,,,,,1
40.77898,-73.96925,42.7,2018-09-12,0.22,,0.15,0.0,0.0,,77,71,,30,40,4.9,6.9,1,,,,,1
40.77898,-73.96925,42.7,2018-09-13,,,0.13,0.0,0.0,,76,69,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-09-14,,,0.00,0.0,0.0,,75,68,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-09-15,,,0.00,0.0,0.0,,80,67,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-09-16,,,0.00,0.0,0.0,,84,67,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-09-17,0.00,,0.01,0.0,0.0,,79,68,,170,150,6.9,13.0,,,,,,
40.77898,-73.96925,42.7,2018-09-18,2.01,,1.19,0.0,0.0,,79,70,,50,240,10.1,21.9,1,,1,,,
40.77898,-73.96925,42.7,2018-09-19,3.58,,0.00,0.0,0.0,,81,68,,60,20,10.1,17.0,,,,,,
40.77898,-73.96925,42.7,2018-09-20,2.46,,0.00,0.0,0.0,,72,65,,60,50,10.1,16.1,,,,,,
40.77898,-73.96925,42.7,2018-09-21,2.01,,0.00,0.0,0.0,,72,67,,170,200,8.1,17.0,,,,,,
40.77898,-73.96925,42.7,2018-09-22,5.14,,0.00,0.0,0.0,,74,62,,40,220,10.1,21.9,,,,,,
40.77898,-73.96925,42.7,2018-09-23,3.13,,0.00,0.0,0.0,,66,60,,60,40,8.9,13.0,,,,,,
40.77898,-73.96925,42.7,2018-09-24,7.16,,0.00,0.0,0.0,,69,57,,50,90,16.1,23.0,,,,,,
40.77898,-73.96925,42.7,2018-09-25,3.36,,1.95,0.0,0.0,,73,59,,50,90,12.1,21.9,1,,,,,
40.77898,-73.96925,42.7,2018-09-26,1.79,,0.21,0.0,0.0,,82,69,,290,260,10.1,19.0,1,,1,,,
40.77898,-73.96925,42.7,2018-09-27,4.25,,0.00,0.0,0.0,,72,61,,10,20,13.0,19.0,,,,,,1
40.77898,-73.96925,42.7,2018-09-28,3.80,,0.77,0.0,0.0,,65,56,,50,30,14.1,19.9,1,,,,,
40.77898,-73.96925,42.7,2018-09-29,2.46,,0.00,0.0,0.0,,72,58,,330,300,8.1,13.0,,,,,,
40.77898,-73.96925,42.7,2018-09-30,2.46,,0.00,0.0,0.0,,70,54,,270,40,8.1,12.1,,,,,,
40.77898,-73.96925,42.7,2018-10-01,2.01,,0.00,0.0,0.0,,76,63,,240,230,8.9,16.1,,,,,,
40.77898,-73.96925,42.7,2018-10-02,2.01,,0.69,0.0,0.0,,77,65,,300,310,14.1,23.9,1,,1,,,1
40.77898,-73.96925,42.7,2018-10-03,2.46,,0.00,0.0,0.0,,74,63,,290,300,8.9,15.0,,,,,,
40.77898,-73.96925,42.7,2018-10-04,0.89,,0.04,0.0,0.0,,76,61,,230,200,8.9,14.1,1,,,,,
40.77898,-73.96925,42.7,2018-10-05,3.58,,0.00,0.0,0.0,,71,60,,20,50,13.0,18.1,,,,,,
40.77898,-73.96925,42.7,2018-10-06,1.12,,0.00,0.0,0.0,,68,63,,240,260,6.9,12.1,1,,,,,1
40.77898,-73.96925,42.7,2018-10-07,2.46,,0.00,0.0,0.0,,79,67,,270,250,8.1,14.1,1,,,,,
40.77898,-73.96925,42.7,2018-10-08,4.03,,0.00,0.0,0.0,,74,64,,50,60,12.1,17.0,1,,,,,
40.77898,-73.96925,42.7,2018-10-09,0.67,,0.00,0.0,0.0,,77,66,,230,220,8.9,15.0,1,,,,,
40.77898,-73.96925,42.7,2018-10-10,2.68,,0.00,0.0,0.0,,80,71,,260,230,8.1,14.1,1,,,,,1
40.77898,-73.96925,42.7,2018-10-11,1.34,,0.84,0.0,0.0,,77,69,,280,260,8.9,15.0,1,,1,,,
40.77898,-73.96925,42.7,2018-10-12,5.82,,0.43,0.0,0.0,,68,51,,290,300,16.1,30.0,1,,,,,
40.77898,-73.96925,42.7,2018-10-13,,,0.10,0.0,0.0,,55,46,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-10-14,,,0.00,0.0,0.0,,58,47,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-10-15,,,0.05,0.0,0.0,,68,52,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-10-16,,,0.01,0.0,0.0,,60,47,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-10-17,,,0.00,0.0,0.0,,61,46,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-10-18,,,0.00,0.0,0.0,,50,42,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-10-19,,,0.00,0.0,0.0,,60,43,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-10-20,,,0.06,0.0,0.0,,62,51,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-10-21,,,0.00,0.0,0.0,,51,39,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-10-22,,,0.00,0.0,0.0,,50,39,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-10-23,,,0.00,0.0,0.0,,63,49,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-10-24,,,0.00,0.0,0.0,,54,44,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-10-25,,,0.00,0.0,0.0,,51,40,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-10-26,,,0.00,0.0,0.0,,50,38,,,,,,,,,,,1
40.77898,-73.96925,42.7,2018-10-27,,,1.27,0.0,0.0,,51,44,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-10-28,,,0.07,0.0,0.0,,52,45,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-10-29,,,0.03,0.0,0.0,,56,47,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-10-30,,,0.00,0.0,0.0,,55,42,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-10-31,,,0.00,0.0,0.0,,64,44,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-11-01,,,0.00,0.0,0.0,,70,57,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-11-02,,,0.22,0.0,0.0,,72,64,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-11-03,,,0.37,0.0,0.0,,65,48,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-11-04,,,0.00,0.0,0.0,,55,43,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-11-05,,,0.30,0.0,0.0,,53,48,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-11-06,,,0.68,0.0,0.0,,59,49,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-11-07,,,0.00,0.0,0.0,,62,51,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-11-08,,,0.00,0.0,0.0,,56,45,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-11-09,,,0.77,0.0,0.0,,52,40,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-11-10,,,0.03,0.0,0.0,,50,34,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-11-11,,,0.00,0.0,0.0,,46,33,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-11-12,,,0.04,0.0,0.0,,49,37,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-11-13,,,1.06,0.0,0.0,,50,43,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-11-14,,,0.00,0.0,0.0,,43,32,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-11-15,,,1.16,6.4,0.0,,40,28,,,,,,1,1,,,,
40.77898,-73.96925,42.7,2018-11-16,,,0.31,0.0,3.9,,45,34,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-11-17,,,0.00,0.0,2.0,,47,37,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-11-18,,,0.00,0.0,0.0,,44,39,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-11-19,,,0.00,0.0,0.0,,50,41,,,,,,,,,,,1
40.77898,-73.96925,42.7,2018-11-20,,,0.00,0.0,0.0,,47,39,,,,,,1,,,,,1
40.77898,-73.96925,42.7,2018-11-21,,,0.00,0.0,0.0,,44,27,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-11-22,,,0.00,0.0,0.0,,28,17,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-11-23,,,0.00,0.0,0.0,,32,15,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-11-24,,,0.97,0.0,0.0,,49,31,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-11-25,,,0.81,0.0,0.0,,55,45,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-11-26,,,0.85,0.0,0.0,,53,45,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-11-27,,,0.03,0.0,0.0,,45,37,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-11-28,,,0.00,0.0,0.0,,42,36,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-11-29,,,0.00,0.0,0.0,,46,38,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-11-30,,,0.02,0.0,0.0,,43,38,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-01,,,0.05,0.0,0.0,,46,36,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-12-02,,,0.59,0.0,0.0,,56,42,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-12-03,,,0.00,0.0,0.0,,55,46,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-12-04,,,0.00,0.0,0.0,,46,31,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-05,,,0.00,0.0,0.0,,37,28,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-06,,,0.00,0.0,0.0,,40,30,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-07,,,0.00,0.0,0.0,,39,28,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-08,,,0.00,0.0,0.0,,36,24,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-09,,,0.00,0.0,0.0,,36,28,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-10,,,0.00,0.0,0.0,,39,29,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-11,,,0.00,0.0,0.0,,41,29,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-12,,,0.00,0.0,0.0,,41,33,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-13,,,0.03,0.0,0.0,,40,33,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-12-14,,,0.10,0.0,0.0,,51,40,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-12-15,,,0.14,0.0,0.0,,52,46,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-12-16,,,1.43,0.0,0.0,,46,35,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-12-17,,,0.03,0.0,0.0,,46,37,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-18,,,0.00,0.0,0.0,,40,28,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-19,,,0.00,0.0,0.0,,42,26,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-20,,,0.22,0.0,0.0,,47,37,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-12-21,,,1.61,0.0,0.0,,61,47,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-12-22,,,0.02,0.0,0.0,,54,40,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-12-23,,,0.00,0.0,0.0,,43,36,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-24,,,0.12,0.0,0.0,,43,36,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-12-25,,,0.00,0.0,0.0,,40,33,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-26,,,0.00,0.0,0.0,,43,32,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-27,,,0.00,0.0,0.0,,44,37,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-28,,,1.15,0.0,0.0,,60,43,,,,,,1,,,,,
40.77898,-73.96925,42.7,2018-12-29,,,0.00,0.0,0.0,,57,39,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-30,,,0.00,0.0,0.0,,40,33,,,,,,,,,,,
40.77898,-73.96925,42.7,2018-12-31,,,1.02,0.0,0.0,,48,36,,,,,,1,,,,,
